Tweet,Offensive
@user DANGEROUS OBNOXIOUS GARBAGE....good luck doctor ,0
@user yup fooled antifa threw big ol' fire pit rocks at mah truck called the cops said them commies dunnit neat lawyer trick huh ,1
1// Yal stupid people tell me to “back off cause he is like obsessed” BITCH who has been to all the football games. Walks to class. Does literally everything for them. Knows exact dates and numbers for everything me. Only reasons I’m not competition cause she ain’t gay ,1
@user @user @user How many @user backbenchers think it’s workable? ,0
"@user You are the one that left on his own. I'm not your daddy to tell you to stay, even if I do, you won't anyway.""""  There's just no in hell way that Cerberus would ever be soft to Dante and respect him right? Two can play at this game."""" ",0
@user Shitttt. I do &amp; does. ,1
@user @user Except for the little attempted rape thing he is just a wonderful guy ,1
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Got all of u- please follow back👍 ,0
@user oh shit uhhh what ao3 fic is this ,1
@user Gawd help us. ,0
@user It’s Good for our Gun Business. More Guns sell when these people bring up Gun Control. Keep up the Great Work. Guns for All. ,1
@user @user But refugees! Marijuana! Peoplekind! Gun control! ,1
@user I think you are part of the Russia conspiracy. Plenty of evidence will soon be found and you will be locked up! ,0
@user Good morning. You are welcome. ,0
"Antifa Ally  Yvette Felarca   Takes a Hit to the Head """"  Berkeley 8-5-18 via @user ",0
IN HONOR OF #ConstitutionDay  I PURCHASED A #TRUMP t-SHIRT AND A #MAGA HAT  #TRUMPTRAIN #LIBERTY #FREEDOM #AMERICA #USA #LIBERTY ,0
"@user @user I can't help it if I like having air clean enough to breathe and I don't like the 1%ers doing everything they can to keep the rest of us poor. Remember when Nestlé's former CEA claimed WE don't have a right"""" to water?  I ****ing hate clueless conservatives."""" ",0
Women were treated as 2nd class citizens for thousands of years. We are supposed to be an enlightened society. There's NO reason women should not be treated as equals now. Sexual assault is a crime! FBI needs to investigate #Kavanaugh! @user #MAGA #MakeAmericaGreatAgain ,0
@user Lol he is funny ,0
@user @user Yes sir! ,0
"@user I just said that very same thing. That Christians"""" create a life/death for Dr. Ford or Stormy Daniels who tell their stories, but I don't see (not counting Antifa) that happening from us to them. It's so weird.  Not very Christ-like of them, at the least of it, and so vile, etc"""" ",0
@user I’m sorry you are going through this. ,0
@user sounds great ^^ i already came up with 2 dumb drawings involving her that im not sure if i should make or not....espacily since i havent even read the chapters of the manga where she is in yet ,0
@user @user @user @user @user @user Anonymous has always been a resistance tactic/idea. It doesn't matter who is leading they are an enemy since Anon doesn't take political sides. There are Anons who support the idea of Antifa and there are those who don't. But no one speaks for the entirety of Anonymous. ,0
@user Huh? I want gun control eliminated. I want ALL Americans to be able to keep and bear arms. If they abuse that right THEN deprive them of it. ,0
@user morning ,0
@user that's unepic ,1
@user So you realize what a fool you are making of yourself with your weird obsession over #SusanSarandon Maybe do some research b4 spouting off nonsense. ,1
@user Well didn't James Comey lie? Or does it only count of you are not FBI? I thought under oath was under oath. Maybe I am wrong. ,0
@user Can we all agree that Tomlins seat is heating up? I'm tired of hearing hes safe over his regular season record. He is wasting championship opportunities and the shenanigans are getting old ,0
@user @user shut that wanker up ,1
@user Exactly. She doesn't want to perjure herself since she is being nothing but a paid actress. ,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Retweet complete &amp; followed all patriots!🇺🇸🌪️🚨❌✌️ ,0
@user @user I banned him personally a long time ago. But it isn’t breaking the law when I do it. ,0
@user So much respect for that man wherever he is.🔴⚪️ ,0
@user I know many too !!! we liberals just don't feel the need to dance around waving them like the maga idiots. ,1
@user Someone's is asking if Davido wasn't supposed to be in Camp? Oga madam park well!! Davido's business is non of your business. Na u send am go school? Haterz... chop shit n die ,1
@user @user @user Yes he is ,0
@user @user The purrfect portrait! She even has her tail wrapped around her paws! She is beautiful in this shot! ,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user PC or not has NOTHING to do with common decency...🙄 ,0
"11/21 Political Corruption:  Texans: Among liberals and conservs, R's and D's, large majorities favor limits on campaign spending and say the high cost of campaigning discourages many good candidates from running for president.” #BetoforSenate ",0
@user You are so wrong. Although I haven't  had a Whopper in 40 years ,0
Please #retweet 👍  Please #share 😄  #thankyou 🙏  #love #share #life #money #crowdfunding #gofundme #monsterfunder @user  Please #support ex dem fervent MAGA  🇺🇸  #donate here #today:   ⬇️ ,0
.@USER molested me 35 yrs ago when I was 11yrs Old. I didn't want to say it till now. She should Thrown in jail. According to #Liberals &amp; #MeToo you have to accept my allegations blindly. There I said it #ConfirmJudgeKavanaughNow #SenatorFeinstein #DemocratsHateAmerica ,1
@user She is a war criminal. By the Nuremberg standard Clinton and every other SoS and Pres should be behind bars. ,0
@user Trudeau and Liberals are incompetent to handle it. ,1
@user Rezz is a dumb bitch who will get a rude awakening from BNF in Mexico lol ,1
@user @user You are so far of the mark at times. You seem to be completely detached from the masses.... ,0
@user @user And so is the duster thank god ,0
@user He don't seems happy just look at his eyes its like he is staring into ur souls ,0
@user @user chloe shut the fuck up. seriously get a fucking life and leave us alone. idk how many time we have to fucking tell you. bc you clearly you don’t fucking get it. ,1
@user @user A true ass statement right here ,0
@user bitch call me. ,1
@user @user 🤷🏾‍♂️ if he is gay oh well 😂😂 he be havin mfs HOT! Lol I like how he plays ,0
@user Gun control is a weak subject for him. Two hands please ,0
@user Ahhh Lurch  go back to wind surfing. ,0
@user Chuck is too old to play their games. He is going forward. ,0
@user @user @user I guess I won't sit down and shut up then missy. I have a major problem with this situation. Since none of us were there and it is her word against his should we just ASSUME she is telling the truth? Or is this just politics? ,0
"@user @user In this tweet is a whole lot of conservatives"""" calling for a victims head on a fake account. Y'all keep being awesome citizens! /s JFC, most of you belong in jail if you act the same way IRL. #LockThemUp #KavaNOPE"""" ",0
@user Rip lmao who knows 😂 that's why I'm trying so hard not to expose my shits since they can't never relate anyway ,1
#Emmy Hosts on Monday Night Take Shots at #Trump and #Conservatives - #MAGA #BoycottHollywood ,0
